soil_color,soil_ph,soil_n,soil_p,temp,rainfall,forecast_temp,forecast_rainfall,crop_type,plant_health,optimal_fertilizer_amount
light brown,7.48,36.35,43.19,28.91,132.98,34.62,295.94,rice,wilting,96.28
reddish,7.04,11.87,20.65,29.71,127.88,31.22,157.58,rice,healthy,111.67
reddish,5.68,43.39,19.44,26.13,143.07,27.1,144.97,wheat,yellowing,110.23
light brown,6.54,46.07,15.43,29.47,189.99,30.75,102.98,corn,wilting,134.8
light brown,6.94,32.65,42.1,31.06,18.14,34.63,66.1,wheat,yellowing,111.04
dark brown,6.88,48.44,32.1,26.07,148.37,31.29,52.21,rice,yellowing,85.98
dark brown,6.77,28.67,21.05,27.81,293.54,32.87,78.57,rice,yellowing,107.42
reddish,6.01,19.51,49.73,33.33,271.17,32.09,282.28,rice,yellowing,103.79
light brown,6.27,29.04,35.7,34.26,40.08,26.65,88.38,corn,wilting,137.73
dark brown,6.35,10.53,40.1,32.17,194.37,29.63,84.02,rice,healthy,110.43
light brown,7.4,39.76,36.96,31.72,152.38,33.23,144.46,rice,yellowing,107.13
dark brown,6.15,35.63,45.21,34.31,276.16,30.7,187.56,corn,wilting,130.34
dark brown,6.61,48.76,44.6,32.0,221.15,30.69,203.8,corn,healthy,122.69
dark brown,7.48,49.9,11.78,25.24,190.05,29.34,248.63,rice,healthy,109.36
light brown,5.99,15.69,40.81,25.25,160.03,29.98,77.99,wheat,wilting,129.91
light brown,7.19,15.76,27.02,32.17,189.2,26.9,294.79,rice,wilting,120.61
dark brown,6.14,14.68,11.49,30.34,17.66,32.22,99.87,rice,wilting,116.29
light brown,7.21,38.27,15.01,31.28,162.15,25.83,177.98,corn,healthy,151.63
dark brown,6.58,15.83,16.41,27.11,196.28,31.29,58.02,corn,wilting,152.59
dark brown,6.86,45.12,44.19,26.58,139.0,28.71,274.41,rice,wilting,84.39
light brown,7.02,47.71,19.39,26.06,10.97,31.3,92.15,rice,wilting,108.3
light brown,7.25,30.93,46.57,34.33,19.86,33.24,52.48,rice,wilting,108.51
dark brown,6.65,28.58,48.9,29.83,65.24,32.49,263.57,corn,wilting,119.92
reddish,5.98,22.12,33.11,26.93,177.85,27.07,256.36,corn,yellowing,154.81
dark brown,6.69,32.65,38.34,29.18,224.47,32.85,125.22,corn,healthy,134.61
reddish,7.47,25.24,24.61,30.02,83.76,28.87,87.31,wheat,healthy,130.0
reddish,7.03,21.78,23.19,33.36,197.52,28.96,72.24,rice,healthy,118.94
dark brown,7.21,13.01,28.75,29.07,215.71,25.89,258.87,wheat,healthy,134.87
light brown,5.8,21.38,21.9,33.6,157.31,33.27,41.48,rice,wilting,119.47
dark brown,6.49,26.27,12.2,29.06,276.92,34.5,137.05,rice,wilting,110.88
reddish,6.83,32.98,34.91,25.47,251.59,25.07,69.97,rice,healthy,101.73
dark brown,5.78,44.17,45.27,26.49,89.96,31.48,290.59,corn,healthy,123.48
dark brown,5.84,30.27,12.71,31.56,92.5,28.68,242.03,rice,healthy,117.95
reddish,6.01,26.1,35.97,30.33,258.83,29.67,182.52,wheat,yellowing,116.16
light brown,5.5,25.66,18.1,29.0,31.22,32.8,249.35,rice,healthy,118.57
reddish,5.82,30.54,36.63,28.23,266.22,26.95,268.35,rice,yellowing,111.37
reddish,6.93,13.57,38.86,30.97,26.97,33.83,267.88,rice,healthy,109.4
dark brown,7.38,23.26,37.9,34.58,110.59,27.16,235.39,corn,healthy,152.4
reddish,6.71,11.43,41.76,29.14,276.38,31.92,133.89,rice,yellowing,109.58
light brown,6.03,48.53,40.72,25.51,133.24,30.01,112.8,corn,wilting,111.8
reddish,6.08,14.78,24.53,34.54,136.49,33.61,129.92,wheat,healthy,125.25
light brown,6.42,18.43,21.65,32.21,265.17,26.28,267.41,corn,yellowing,149.15
light brown,7.07,26.04,46.61,34.81,228.59,33.8,77.68,rice,yellowing,110.7
reddish,6.28,32.83,26.94,33.77,286.27,31.07,187.49,wheat,wilting,115.5
light brown,7.31,18.12,11.84,26.36,121.91,29.11,173.2,wheat,yellowing,123.65
dark brown,5.68,39.46,25.28,27.33,235.46,33.0,135.79,corn,wilting,147.22
dark brown,7.41,26.09,45.58,31.92,21.05,26.03,98.82,corn,wilting,147.93
light brown,6.62,27.01,40.13,30.92,157.95,30.58,224.29,wheat,healthy,114.46
reddish,7.13,30.88,35.12,30.57,92.6,26.0,6.55,wheat,healthy,124.02
reddish,6.67,28.8,37.16,30.95,231.45,32.25,116.62,wheat,healthy,114.45
light brown,6.99,43.43,22.1,27.25,94.42,32.52,269.47,rice,healthy,90.44
light brown,7.0,22.04,43.81,30.54,71.66,28.94,155.73,corn,wilting,151.0
reddish,6.43,11.81,13.09,28.31,266.8,34.55,285.21,rice,wilting,117.15
light brown,6.74,33.56,18.09,29.99,149.12,26.47,224.66,wheat,wilting,106.01
reddish,7.13,39.86,23.39,33.11,208.08,32.62,204.84,corn,wilting,147.66
light brown,5.82,13.49,46.88,28.42,146.21,27.16,112.0,wheat,wilting,116.27
reddish,5.64,41.21,27.91,28.65,185.06,27.19,96.71,rice,healthy,108.92
dark brown,7.27,31.39,25.43,33.84,85.76,28.08,94.88,rice,healthy,114.01
light brown,6.27,20.72,32.24,26.92,257.01,25.64,125.33,wheat,wilting,119.97
light brown,7.23,27.9,45.78,32.68,272.77,32.77,96.01,wheat,healthy,122.32
light brown,7.05,35.73,25.91,34.85,250.33,30.26,130.26,rice,yellowing,111.92
reddish,7.04,47.25,37.93,32.03,201.59,28.66,75.36,wheat,healthy,115.0
light brown,7.26,22.5,43.72,34.68,77.64,29.65,81.28,corn,yellowing,150.76
light brown,6.78,49.54,21.91,31.09,178.91,32.6,89.94,wheat,wilting,108.66
dark brown,6.11,15.09,24.46,26.23,135.57,27.65,251.11,wheat,yellowing,112.6
dark brown,6.21,35.8,16.11,32.66,144.78,31.24,233.08,wheat,wilting,117.27
light brown,6.02,38.9,21.98,34.47,20.58,25.39,68.1,corn,wilting,136.75
dark brown,5.84,11.24,35.0,25.95,287.02,25.32,297.74,corn,yellowing,160.65
light brown,6.77,28.66,32.38,29.06,116.13,34.83,198.17,wheat,yellowing,104.36
dark brown,7.32,27.84,28.0,32.3,45.07,28.98,197.59,rice,wilting,114.91
reddish,6.99,25.34,22.85,25.57,67.12,27.44,250.81,corn,wilting,130.11
dark brown,5.79,32.42,15.26,28.97,136.75,34.71,135.32,rice,wilting,104.66
reddish,6.17,29.14,43.3,25.81,24.63,34.83,81.56,rice,healthy,101.19
light brown,5.61,20.91,42.83,34.63,244.59,32.97,250.95,wheat,healthy,126.7
light brown,5.63,44.4,36.77,34.53,280.88,31.77,52.05,rice,wilting,105.09
reddish,7.13,24.36,42.56,28.33,193.27,26.2,278.6,rice,yellowing,112.55
reddish,6.02,19.71,24.25,27.77,285.47,31.62,45.73,rice,yellowing,110.58
reddish,6.25,29.96,12.71,33.97,122.61,31.88,222.56,rice,yellowing,109.08
reddish,7.23,49.35,30.73,25.27,290.57,33.49,257.2,corn,healthy,139.33
reddish,6.02,23.39,24.5,25.83,154.94,26.42,181.03,wheat,healthy,120.96
dark brown,5.87,22.68,31.4,28.13,151.45,29.75,37.36,rice,wilting,116.31
dark brown,5.71,23.86,10.47,26.13,82.04,28.13,211.82,corn,healthy,145.72
reddish,5.64,18.7,19.3,27.31,88.55,34.95,265.64,wheat,wilting,121.38
dark brown,6.71,31.95,16.72,32.43,46.98,29.03,73.43,rice,yellowing,107.11
dark brown,6.49,39.79,42.96,32.46,98.7,25.96,22.71,wheat,wilting,107.22
reddish,7.36,29.34,17.67,28.29,235.81,31.67,161.38,corn,wilting,156.03
dark brown,5.98,37.63,16.81,29.43,203.53,33.72,239.29,corn,wilting,151.37
reddish,7.13,41.73,36.56,28.78,292.28,32.9,152.13,corn,yellowing,141.8
dark brown,6.5,18.73,20.89,34.11,206.9,31.7,57.93,wheat,healthy,124.37
light brown,6.53,10.62,41.56,30.73,261.73,34.81,274.34,rice,healthy,110.0
dark brown,7.38,45.15,12.67,27.76,122.06,30.12,232.6,wheat,healthy,111.26
dark brown,5.92,46.07,24.09,33.15,196.75,27.81,273.51,corn,healthy,143.68
light brown,6.16,48.04,27.07,26.92,295.24,31.81,151.6,wheat,wilting,107.86
reddish,6.14,37.53,46.07,32.2,70.03,30.89,54.36,rice,yellowing,96.67
reddish,5.93,43.74,36.09,34.5,157.99,33.08,156.06,corn,yellowing,140.76
dark brown,6.39,25.89,32.27,32.37,114.3,31.48,45.18,wheat,yellowing,117.37
light brown,7.01,33.72,16.58,32.62,12.04,32.35,121.25,wheat,wilting,128.16
reddish,6.7,27.03,27.1,26.83,105.17,33.25,234.48,rice,yellowing,95.87
dark brown,7.39,11.22,34.76,28.71,95.86,32.87,118.17,rice,healthy,108.51
dark brown,7.37,39.56,31.08,27.55,247.63,33.83,92.57,corn,wilting,145.07
dark brown,5.9,21.05,19.68,33.91,71.64,32.27,293.53,wheat,wilting,133.57
light brown,6.54,48.88,32.83,29.87,27.41,30.88,239.02,corn,healthy,126.85
dark brown,7.43,11.94,39.07,33.83,282.92,29.44,193.66,rice,healthy,119.08
reddish,6.26,24.24,49.57,34.48,213.43,25.88,226.04,wheat,wilting,113.01
reddish,6.68,16.15,18.75,31.48,260.74,33.89,161.37,wheat,healthy,126.3
reddish,5.55,40.7,24.9,31.87,270.84,34.18,41.69,rice,yellowing,109.96
dark brown,7.17,17.34,36.29,25.52,278.39,32.93,187.74,rice,wilting,117.4
light brown,6.83,20.56,27.88,28.23,37.81,25.12,41.6,wheat,wilting,121.36
dark brown,6.62,41.22,13.74,33.91,254.9,29.17,212.49,corn,yellowing,138.32
dark brown,5.62,43.48,40.71,28.2,256.27,33.0,285.27,corn,wilting,139.26
light brown,6.22,32.48,41.71,27.41,208.07,27.85,165.96,wheat,yellowing,111.25
reddish,7.42,28.08,30.17,31.67,190.86,28.51,79.2,wheat,yellowing,126.91
reddish,6.25,20.24,16.46,34.06,13.27,27.38,280.36,corn,yellowing,149.93
reddish,7.22,41.93,44.74,28.03,164.95,29.83,66.4,corn,yellowing,138.74
light brown,5.78,34.44,35.65,29.16,13.88,26.66,273.46,corn,yellowing,146.5
light brown,5.7,40.03,14.69,31.82,224.52,25.86,152.07,wheat,yellowing,125.58
dark brown,5.64,26.15,13.06,26.57,127.01,26.64,275.43,wheat,wilting,119.71
dark brown,7.02,28.65,23.67,28.52,187.25,32.52,236.56,rice,yellowing,115.72
reddish,6.87,40.19,14.97,27.67,65.84,28.28,108.58,corn,healthy,124.65
dark brown,6.85,17.04,27.95,34.11,150.57,33.4,252.13,corn,healthy,147.71
reddish,6.78,22.98,40.32,25.08,190.14,30.99,247.55,corn,yellowing,139.7
dark brown,7.38,21.81,29.47,32.9,153.48,28.89,26.9,rice,yellowing,117.23
reddish,6.21,40.57,35.67,29.15,21.98,33.93,103.49,corn,healthy,130.81
dark brown,5.71,13.13,32.71,30.17,263.55,30.51,77.53,rice,healthy,120.26
light brown,5.54,48.21,19.06,28.38,157.88,29.95,155.07,corn,wilting,144.21
light brown,6.98,18.11,16.53,34.3,35.49,26.12,246.88,corn,wilting,151.19
dark brown,6.63,44.76,31.38,29.25,170.73,28.76,238.21,corn,healthy,129.85
light brown,6.56,38.98,39.03,30.43,238.89,34.98,157.6,wheat,yellowing,108.8
reddish,6.35,10.79,29.64,27.36,215.39,26.13,104.1,rice,yellowing,113.14
light brown,7.22,43.11,25.96,32.17,172.56,30.41,187.67,wheat,yellowing,120.66
reddish,6.54,33.24,47.26,29.23,191.01,25.69,58.49,corn,wilting,131.04
light brown,6.31,39.5,16.78,28.55,44.37,28.49,105.43,wheat,healthy,115.22
reddish,6.49,23.65,42.33,26.83,18.37,32.82,249.91,rice,yellowing,103.93
dark brown,6.5,31.92,40.52,30.69,285.99,28.74,17.07,rice,healthy,100.7
light brown,6.77,31.3,21.76,31.16,106.0,28.94,290.37,rice,yellowing,106.04
dark brown,5.86,11.96,30.92,28.84,35.84,30.29,4.01,wheat,wilting,134.75
light brown,6.02,12.21,43.92,27.29,175.67,33.43,101.86,corn,wilting,144.87
dark brown,6.97,31.12,44.86,33.03,275.42,28.15,95.65,corn,yellowing,133.18
light brown,6.78,11.96,26.61,26.7,125.22,34.62,281.17,corn,healthy,136.12
dark brown,6.48,14.1,26.42,29.33,240.18,28.8,168.04,rice,healthy,112.52
reddish,5.85,12.23,24.01,33.68,13.73,32.8,34.74,wheat,wilting,136.68
dark brown,7.16,19.23,28.78,34.61,57.01,27.34,241.2,wheat,yellowing,131.75
light brown,5.53,33.57,47.64,27.37,191.91,29.87,193.35,rice,yellowing,107.03
dark brown,6.35,46.46,48.08,26.95,127.61,33.1,253.2,wheat,yellowing,92.11
dark brown,7.45,40.15,15.75,30.43,4.92,31.92,217.97,corn,healthy,150.24
dark brown,7.38,18.87,32.93,27.62,235.55,28.33,64.1,corn,healthy,156.82
light brown,7.48,21.64,25.63,33.28,89.14,29.5,238.25,corn,wilting,157.79
light brown,7.24,11.76,38.03,30.56,90.45,27.67,58.41,rice,healthy,119.44
light brown,6.56,42.03,13.78,33.2,85.35,27.98,198.11,corn,wilting,137.82
light brown,6.09,33.51,17.79,30.26,193.37,34.98,127.7,corn,yellowing,141.49
dark brown,7.39,34.96,40.45,31.76,198.41,33.86,296.8,wheat,yellowing,120.38
reddish,6.23,45.55,42.52,26.82,77.83,31.24,110.64,wheat,yellowing,94.02
light brown,5.84,16.21,29.17,34.17,61.34,25.41,167.61,rice,healthy,119.83
reddish,5.7,41.88,43.64,29.17,209.58,34.99,125.16,rice,wilting,104.37
light brown,5.59,14.84,27.29,34.85,297.33,28.81,78.61,wheat,healthy,134.39
dark brown,5.91,35.76,11.23,34.17,189.52,31.16,61.07,rice,yellowing,115.87
reddish,5.8,31.08,45.48,29.92,281.87,32.0,131.21,wheat,healthy,120.82
reddish,6.04,22.51,40.48,25.5,293.39,31.65,45.88,rice,healthy,104.94
dark brown,7.27,45.78,20.96,28.41,181.17,32.34,191.09,corn,yellowing,144.98
reddish,5.85,40.88,46.11,33.45,71.85,33.53,281.56,rice,yellowing,104.15
dark brown,5.63,17.42,11.04,33.76,14.48,30.77,146.65,wheat,wilting,137.98
reddish,6.84,33.45,24.59,31.98,161.24,28.73,228.28,wheat,healthy,115.9
light brown,6.76,29.95,13.82,28.36,135.94,27.29,221.41,wheat,wilting,108.79
reddish,6.15,35.68,34.16,31.36,2.26,26.9,156.28,rice,wilting,100.72
light brown,5.73,39.78,31.39,33.25,218.77,25.7,169.64,wheat,yellowing,120.69
reddish,5.83,47.82,33.79,29.59,82.49,31.8,84.35,wheat,yellowing,104.36
reddish,6.73,19.8,41.02,28.63,194.41,32.63,15.26,rice,wilting,106.02
dark brown,6.26,21.15,37.37,29.97,195.16,34.59,192.46,corn,healthy,141.86
reddish,6.62,44.0,25.83,31.14,106.5,34.66,52.73,corn,yellowing,132.3
reddish,6.81,15.51,36.28,34.13,127.14,25.66,291.93,corn,wilting,145.63
light brown,6.57,37.68,31.59,25.05,148.49,25.7,119.3,rice,healthy,90.46
dark brown,7.46,10.54,47.77,34.99,195.25,34.46,1.05,wheat,yellowing,130.4
dark brown,5.77,37.13,44.93,26.88,233.29,29.39,118.36,rice,yellowing,106.16
dark brown,7.25,23.79,10.62,34.45,152.82,25.09,105.69,corn,wilting,161.91
reddish,5.51,49.56,17.57,33.37,145.86,28.09,231.55,rice,healthy,107.96
dark brown,5.93,29.58,40.28,28.77,10.27,26.14,63.33,corn,yellowing,147.75
light brown,7.29,37.68,16.96,25.5,257.19,28.44,160.55,corn,yellowing,151.28
light brown,6.9,40.73,29.29,26.12,46.35,25.88,255.25,wheat,healthy,110.85
dark brown,6.19,23.94,19.2,27.06,131.73,28.31,27.52,corn,wilting,132.05
dark brown,5.99,15.39,23.02,31.59,20.91,25.75,234.96,rice,wilting,121.86
light brown,6.44,14.44,10.3,28.95,141.57,27.72,20.06,wheat,wilting,116.72
light brown,5.81,17.51,48.04,28.35,136.66,25.24,181.02,corn,yellowing,136.98
dark brown,6.56,43.66,46.35,32.91,30.55,27.09,52.91,corn,yellowing,125.12
reddish,7.2,37.63,11.16,28.8,51.27,34.08,23.9,wheat,yellowing,115.05
light brown,6.6,45.51,17.44,32.38,170.98,28.83,246.22,corn,yellowing,134.41
dark brown,7.37,48.22,45.8,27.04,226.43,28.29,269.94,corn,yellowing,134.58
reddish,6.55,27.22,25.84,31.02,36.55,33.1,272.64,corn,yellowing,142.36
dark brown,5.84,33.2,37.85,32.55,151.4,32.47,78.65,rice,healthy,109.84
dark brown,6.87,13.95,35.21,26.57,0.77,33.2,255.38,corn,yellowing,146.96
reddish,6.15,27.11,35.31,29.7,26.02,31.67,131.14,corn,wilting,139.02
light brown,7.44,23.13,37.03,29.2,5.79,27.74,170.99,wheat,yellowing,127.32
reddish,6.77,33.84,16.09,29.45,69.25,27.75,189.0,wheat,wilting,106.43
dark brown,5.81,36.11,40.52,27.5,118.4,32.56,58.86,wheat,wilting,107.81
dark brown,7.31,43.35,27.39,27.11,55.92,25.2,175.96,corn,yellowing,129.72
light brown,5.58,36.37,27.99,26.84,149.62,25.93,16.16,wheat,yellowing,111.08
light brown,6.1,49.93,46.68,27.28,2.86,25.21,279.87,rice,healthy,90.93
dark brown,6.61,32.76,14.31,27.87,231.29,30.14,224.79,wheat,yellowing,119.33
reddish,7.44,21.46,43.38,30.94,270.15,32.3,11.2,wheat,wilting,126.26
light brown,6.77,40.11,47.38,30.48,92.67,33.82,40.24,wheat,wilting,105.73
reddish,5.72,15.36,36.62,32.94,51.82,33.88,174.89,wheat,healthy,131.34
dark brown,6.51,34.51,43.46,30.39,45.69,27.37,287.79,rice,wilting,98.74
light brown,5.57,20.84,22.89,26.46,214.25,32.04,285.03,wheat,wilting,132.71
dark brown,7.05,47.49,17.6,26.82,210.08,25.51,220.03,rice,healthy,108.88
reddish,5.51,36.74,28.06,29.28,166.69,33.07,49.2,corn,yellowing,147.86
light brown,5.69,18.92,34.25,27.15,262.12,31.2,71.85,rice,healthy,117.24
light brown,6.43,28.98,22.87,34.0,279.02,28.8,246.46,rice,healthy,106.79
dark brown,7.07,30.56,42.78,31.35,286.82,26.91,164.04,wheat,wilting,121.89
light brown,5.65,47.75,46.47,32.51,79.97,28.87,244.6,rice,wilting,100.97
light brown,6.76,41.8,17.17,25.22,295.77,27.12,151.49,wheat,wilting,113.95
dark brown,6.1,48.96,12.54,31.71,137.77,30.17,153.48,rice,yellowing,100.58
reddish,6.86,12.43,22.24,29.97,77.62,31.12,41.94,rice,wilting,102.96
reddish,6.81,13.15,41.51,34.42,246.14,28.6,17.66,wheat,yellowing,120.97
dark brown,6.04,26.37,25.16,27.67,55.34,33.76,243.03,corn,yellowing,128.81
reddish,5.97,23.24,45.88,29.52,277.21,29.45,261.55,wheat,healthy,124.61
light brown,7.38,38.23,22.59,29.42,103.38,33.8,88.16,wheat,yellowing,111.7
reddish,6.69,44.45,20.75,31.81,242.26,31.85,59.86,rice,yellowing,100.39
light brown,5.72,13.09,43.56,31.92,142.44,26.82,104.68,wheat,wilting,130.39
dark brown,6.71,41.65,19.85,27.87,8.33,29.39,110.59,rice,wilting,101.9
reddish,6.97,45.94,18.81,26.75,106.39,32.8,22.64,rice,wilting,90.22
light brown,5.83,20.1,41.18,26.68,30.56,30.64,298.17,wheat,wilting,127.6
light brown,5.9,36.48,46.94,32.22,97.18,25.12,56.46,corn,yellowing,141.22
dark brown,6.87,46.28,18.67,28.79,205.25,29.43,47.05,wheat,wilting,111.26
reddish,7.45,32.01,16.3,26.38,145.18,30.17,100.58,corn,wilting,139.43
light brown,6.62,22.47,41.12,27.08,148.14,25.67,297.73,corn,wilting,125.74
reddish,6.06,32.62,15.33,30.17,281.89,28.73,135.64,rice,healthy,107.18
reddish,6.12,27.92,13.62,33.63,83.5,28.54,276.47,wheat,yellowing,121.95
light brown,6.98,31.34,46.23,28.52,275.63,26.02,100.86,corn,yellowing,132.55
reddish,6.45,45.41,14.54,26.79,90.08,26.84,210.69,corn,healthy,121.97
reddish,7.43,33.0,25.78,31.08,165.82,27.76,280.25,rice,healthy,113.19
dark brown,6.12,44.89,29.41,30.07,115.47,33.75,219.56,rice,wilting,97.86
reddish,6.75,16.51,47.16,30.27,17.01,33.61,171.52,wheat,wilting,117.6
reddish,6.19,16.55,17.83,29.49,138.6,29.39,49.67,rice,wilting,102.36
reddish,5.97,35.23,18.92,25.79,212.25,26.51,143.14,wheat,healthy,126.71
reddish,6.87,38.38,14.33,26.33,74.44,32.02,190.74,wheat,healthy,104.86
light brown,7.22,13.92,24.66,30.49,285.61,25.49,14.5,wheat,yellowing,135.64
reddish,6.94,26.58,29.16,27.34,2.31,26.99,225.32,wheat,healthy,117.97
light brown,6.53,21.29,33.14,30.19,232.01,28.46,253.72,rice,wilting,107.47
reddish,5.86,40.61,35.49,25.12,53.78,28.63,148.56,rice,healthy,96.43
reddish,5.67,25.17,20.9,26.82,235.26,28.22,102.55,wheat,healthy,131.14
dark brown,6.01,34.04,14.95,31.87,133.24,30.29,69.5,corn,healthy,142.19
dark brown,6.32,14.95,32.88,28.49,57.74,28.24,96.82,corn,healthy,132.47
light brown,6.81,23.92,39.64,28.59,95.45,30.06,103.05,wheat,yellowing,104.53
dark brown,5.84,10.59,36.83,30.2,131.95,31.01,202.92,rice,yellowing,120.29
dark brown,6.39,13.88,17.9,26.1,6.77,34.53,269.24,wheat,healthy,127.69
light brown,6.27,34.62,23.1,27.87,190.58,33.35,87.49,corn,yellowing,138.91
dark brown,7.17,41.89,31.72,30.61,52.9,30.14,196.31,rice,wilting,107.59
reddish,6.42,16.04,33.52,32.81,3.58,33.46,172.51,rice,yellowing,109.73
light brown,6.52,35.97,31.08,25.77,106.28,29.44,53.4,wheat,healthy,101.42
reddish,6.37,39.76,16.41,34.35,191.19,29.15,197.15,rice,yellowing,103.68
dark brown,6.14,23.02,16.82,30.05,122.9,25.96,26.35,rice,wilting,111.1
dark brown,6.24,19.81,21.88,29.22,140.91,25.52,204.32,wheat,healthy,111.18
light brown,6.21,38.33,35.05,30.64,199.25,27.14,219.65,corn,wilting,132.38
light brown,5.75,40.59,21.59,25.57,50.57,27.0,200.61,corn,healthy,133.09
light brown,5.52,20.39,48.31,30.75,208.64,33.76,234.82,corn,healthy,150.38
light brown,7.47,39.75,29.12,33.41,10.51,34.6,275.12,corn,wilting,145.67
reddish,7.28,45.22,23.81,27.48,153.26,28.43,78.05,wheat,wilting,120.24
dark brown,6.5,39.07,41.29,26.12,95.49,30.57,273.61,wheat,wilting,97.27
dark brown,7.28,30.6,34.55,28.35,106.61,25.45,100.89,wheat,wilting,111.9
light brown,6.96,44.3,10.61,29.94,260.36,32.93,213.98,corn,yellowing,137.6
reddish,6.77,18.59,19.07,29.68,235.19,31.67,147.14,wheat,yellowing,124.98
dark brown,6.33,48.4,20.68,28.28,299.23,33.11,241.17,rice,yellowing,98.64
light brown,6.32,49.82,13.13,25.83,148.85,30.36,201.42,wheat,yellowing,100.03
light brown,6.95,25.93,11.7,34.73,280.47,31.0,56.01,rice,wilting,111.17
reddish,7.13,35.73,29.02,27.96,176.02,31.33,244.27,corn,yellowing,148.12
light brown,5.51,22.15,10.6,28.34,286.13,26.86,160.72,rice,healthy,122.17
light brown,5.75,11.8,19.27,29.24,152.2,32.36,131.47,rice,wilting,124.48
light brown,6.45,12.89,49.24,33.9,299.81,32.9,137.82,corn,yellowing,142.54
reddish,5.83,48.48,36.57,33.05,94.31,29.87,108.48,rice,wilting,103.31
reddish,6.14,26.61,48.52,33.43,265.12,27.56,273.86,wheat,healthy,112.14
light brown,7.43,10.38,37.74,31.32,247.68,29.26,37.06,rice,healthy,120.14
light brown,6.9,19.43,48.75,33.56,167.48,28.55,95.54,wheat,wilting,115.66
reddish,6.88,22.32,42.66,27.11,111.64,31.25,47.29,corn,wilting,125.32
dark brown,5.87,36.51,27.35,30.27,142.92,34.91,110.43,rice,yellowing,111.19
dark brown,6.04,39.15,45.73,34.46,207.02,25.29,32.59,corn,wilting,128.05
light brown,5.7,16.74,39.0,31.11,209.62,28.25,242.75,wheat,healthy,129.93
reddish,6.23,32.3,11.15,31.82,256.95,28.81,106.86,corn,healthy,144.61
reddish,5.92,26.75,24.91,29.66,206.18,28.49,96.61,rice,healthy,116.24
dark brown,6.83,18.37,47.63,26.92,159.39,28.95,202.69,wheat,healthy,116.53
light brown,6.61,39.02,22.68,32.42,275.76,29.37,211.36,corn,yellowing,136.42
reddish,6.55,18.99,30.25,28.22,267.49,25.58,68.75,rice,healthy,109.29
reddish,6.36,10.79,21.03,27.85,135.62,34.82,248.6,rice,healthy,103.92
light brown,6.74,33.5,39.06,29.69,106.31,25.44,248.27,corn,wilting,120.45
reddish,6.58,27.57,30.79,32.95,160.3,34.14,203.6,corn,wilting,140.37
reddish,6.87,28.09,17.6,27.51,201.64,25.05,271.86,wheat,yellowing,120.68
light brown,6.3,40.78,12.25,31.38,251.15,26.22,291.2,corn,wilting,139.12
reddish,7.43,28.24,34.49,34.66,271.05,32.08,227.83,wheat,healthy,125.53
light brown,5.94,39.25,48.08,31.35,253.15,26.03,222.93,wheat,yellowing,115.95
light brown,6.48,18.81,10.67,30.88,204.84,33.9,75.61,corn,wilting,152.87
light brown,7.33,25.33,11.99,32.72,175.34,30.09,121.04,corn,yellowing,160.49
dark brown,5.59,47.99,25.93,34.99,165.46,27.4,280.44,corn,healthy,141.87
light brown,6.13,34.02,24.25,26.74,286.01,33.5,110.7,rice,healthy,104.14
reddish,5.57,40.92,40.15,34.74,163.8,30.91,289.01,rice,yellowing,105.75
light brown,7.17,27.59,20.19,34.33,215.06,27.14,136.8,rice,healthy,117.13
reddish,7.26,26.92,14.31,25.44,142.53,30.99,206.76,corn,yellowing,142.83
reddish,6.13,32.23,27.47,30.2,125.39,29.1,146.07,wheat,yellowing,115.64
dark brown,6.98,45.76,25.17,26.47,278.18,31.76,247.81,corn,healthy,131.48
reddish,6.32,19.54,34.51,32.27,7.85,28.89,6.38,corn,healthy,143.85
light brown,6.6,29.81,42.96,27.33,34.22,30.9,193.24,corn,yellowing,134.65
light brown,6.19,48.65,39.65,33.37,49.4,30.91,28.48,wheat,yellowing,103.78
dark brown,6.56,18.79,10.69,30.37,24.75,33.55,93.68,wheat,yellowing,127.4
reddish,6.89,41.35,39.19,29.89,152.79,28.09,183.1,corn,wilting,129.08
reddish,5.99,42.1,49.62,26.24,159.04,31.52,267.48,wheat,healthy,114.06
dark brown,7.01,43.48,18.44,30.49,122.85,34.75,78.13,rice,yellowing,110.46
dark brown,5.93,32.87,42.7,33.69,15.96,25.62,290.12,corn,healthy,144.91
dark brown,6.37,21.01,13.44,25.55,283.1,34.11,269.57,corn,healthy,150.55
dark brown,5.8,44.6,20.96,33.52,96.89,31.66,178.79,wheat,yellowing,121.41
light brown,7.46,40.45,11.96,34.07,203.31,30.25,191.3,corn,healthy,151.43
dark brown,6.73,14.11,22.58,27.73,168.69,26.76,49.44,corn,yellowing,151.4
dark brown,6.87,19.63,32.64,28.37,213.53,34.85,190.29,wheat,wilting,120.39
dark brown,6.72,19.92,12.76,32.18,147.15,26.4,294.87,wheat,healthy,126.21
dark brown,5.96,46.23,41.42,27.19,295.61,33.22,46.01,wheat,wilting,114.46
reddish,6.04,39.89,38.42,27.21,178.83,27.57,221.87,rice,yellowing,97.68
reddish,6.15,21.83,47.36,28.66,49.14,30.51,128.95,rice,wilting,103.39
reddish,7.38,11.51,28.28,34.59,8.62,34.15,115.1,wheat,wilting,135.76
dark brown,6.94,31.79,48.11,27.23,228.4,31.9,21.47,wheat,wilting,109.67
reddish,6.84,35.19,48.08,27.31,202.35,26.9,48.16,corn,wilting,129.58
